Time1,A2_soil_moisture_in_cb,A3_soil_moisture_in_cb,A4_soil_moisture_in_cb,mean_of_tension,A2_soil_moisture_in_cb_vol,A3_soil_moisture_in_cb_vol,A4_soil_moisture_in_cb_vol,mean_of_volumetreic
2023-04-05 00:00:00+01:00,,108.85461525550255,123.77154510001826,116.31308017776041,,24.778634618612436,24.405711372499546,24.59217299555599
2023-04-06 00:00:00+01:00,,109.4031246304512,123.76821739729061,116.58567101387091,,24.76492188423872,24.405794565067733,24.585358224653227
2023-04-07 00:00:00+01:00,,110.0692910622424,124.33769237811748,117.20349172017994,,24.748267723443938,24.391557690547064,24.569912706995503
2023-04-08 00:00:00+01:00,,111.1905510969988,125.43255786747895,118.31155448223888,,24.72023622257503,24.364186053313023,24.542211137944026
2023-04-09 00:00:00+01:00,,112.6519082921152,126.6306453212615,119.64127680668835,,24.68370229269712,24.334233866968464,24.50896807983279
2023-04-10 00:00:00+01:00,,113.73157868349463,127.33333309113033,120.53245588731248,,24.656710532912633,24.316666672721745,24.48668860281719
2023-04-11 00:00:00+01:00,,114.6991383125042,128.51550399425417,121.60732115337919,,24.632521542187394,24.287112400143645,24.45981697116552
2023-04-12 00:00:00+01:00,,115.44397574734975,129.1886074211024,122.31629158422608,,24.613900606316257,24.27028481447244,24.44209271039435
2023-04-13 00:00:00+01:00,,116.96616524144223,130.65897388947315,123.8125695654577,,24.575845868963945,24.23352565276317,24.404685760863558
2023-04-14 00:00:00+01:00,,118.10000001230547,131.78991622283678,124.94495811757113,,24.547499999692363,24.20525209442908,24.376376047060724
2023-04-15 00:00:00+01:00,,120.46048385866227,134.77952791949895,127.6200058890806,,24.488487903533443,24.130511802012528,24.309499852772987
2023-04-16 00:00:00+01:00,,122.74497809264336,136.35521697998047,129.5500975363119,,24.431375547683913,24.09111957550049,24.2612475615922
2023-04-17 00:00:00+01:00,,125.07519995117187,138.24732796472446,131.66126395794817,,24.373120001220702,24.04381680088189,24.208468401051295
2023-04-18 00:00:00+01:00,,126.95748078353762,140.4923079270583,133.72489435529798,,24.32606298041156,23.987692301823543,24.156877641117553
2023-04-19 00:00:00+01:00,,128.25116303909655,141.770866333969,135.01101468653277,,24.293720924022587,23.955728341650776,24.12472463283668
2023-04-20 00:00:00+01:00,,129.90400018310547,143.48473282442748,136.69436650376647,,24.252399995422362,23.912881679389315,24.08264083740584
2023-04-21 00:00:00+01:00,,131.51629604763454,144.7483874905494,138.13234176909197,,24.212092598809136,23.881290312736265,24.046691455772702
2023-04-22 00:00:00+01:00,,133.6901639094118,147.6437497138977,140.66695681165476,,24.157745902264704,23.808906257152557,23.983326079708633
2023-04-23 00:00:00+01:00,,135.7031745305137,150.07230799748348,142.88774126399858,,24.107420636737157,23.74819230006291,23.927806468400036
2023-04-24 00:00:00+01:00,,136.90347847316576,150.62750002543132,143.76548924929853,,24.077413038170857,23.73431249936422,23.905862768767538
2023-04-25 00:00:00+01:00,,137.45491728235464,150.03305066642113,143.7439839743879,,24.063627067941134,23.74917373333947,23.9064004006403
2023-04-26 00:00:00+01:00,,137.2016530943311,149.83565182893173,143.5186524616314,,24.06995867264172,23.754108704276707,23.912033688459214
2023-04-27 00:00:00+01:00,,136.65833384195963,149.19752086292613,142.92792735244288,,24.08354165395101,23.770061978426845,23.926801816188927
2023-04-28 00:00:00+01:00,,136.06153869628906,147.57391291079313,141.8177258035411,,24.098461532592776,23.81065217723017,23.954556854911473
2023-04-29 00:00:00+01:00,,,,,,,,
2023-04-30 00:00:00+01:00,,,,,,,,
2023-05-01 00:00:00+01:00,,,,,,,,
2023-05-02 00:00:00+01:00,,,,,,,,
2023-05-03 00:00:00+01:00,,,,,,,,
2023-05-04 00:00:00+01:00,,136.6273583466152,150.30396097013266,143.46565965837394,,24.08431604133462,23.742400975746683,23.913358508540654
2023-05-05 00:00:00+01:00,,136.47480365422766,149.95819717157082,143.21650041289922,,24.08812990864431,23.75104507071073,23.919587489677518
2023-05-06 00:00:00+01:00,,136.94566957969366,150.89253656188055,143.91910307078712,,24.076358260507657,23.727686585952988,23.90202242323032
2023-05-07 00:00:00+01:00,,137.66666666666666,151.80703103542328,144.73684885104495,,24.058333333333334,23.704824224114418,23.881578778723878
2023-05-08 00:00:00+01:00,,136.43949556751411,151.20695694633153,143.82322625692282,,24.089012610812148,23.719826076341715,23.904419343576933
2023-05-09 00:00:00+01:00,,135.75483851278983,149.28083343505858,142.5178359739242,,24.106129037180253,23.767979164123535,23.937054100651892
2023-05-10 00:00:00+01:00,,136.1404761662559,149.77226924094833,142.9563727036021,,24.0964880958436,23.75569326897629,23.926090682409946
2023-05-11 00:00:00+01:00,,137.3405173729206,151.47563055984114,144.40807396638087,,24.066487065676984,23.71310923600397,23.889798150840477
2023-05-12 00:00:00+01:00,,137.04710816942955,149.806723073751,143.42691562159027,,24.07382229576426,23.754831923156225,23.914327109460242
2023-05-13 00:00:00+01:00,,137.25043547257133,147.21249961853027,142.2314675455508,,24.068739113185718,23.819687509536745,23.94421331136123
2023-05-14 00:00:00+01:00,,136.85042735042734,145.274789505646,141.06260842803667,,24.078739316239318,23.86813026235885,23.973434789299084
2023-05-15 00:00:00+01:00,,134.96954532970082,138.98439033322217,136.97696783146148,,24.125761366757477,24.025390241669445,24.07557580421346
2023-05-16 00:00:00+01:00,,134.69166692097983,131.12540571882917,132.9085363199045,,24.132708326975504,24.22186485702927,24.17728659200239
2023-05-17 00:00:00+01:00,,132.7963634144176,129.12975216700025,130.96305779070894,,24.18009091463956,24.271756195824995,24.225923555232278
2023-05-18 00:00:00+01:00,,131.1360827573796,102.68558615177601,116.91083445457781,,24.22159793106551,24.932860346205597,24.577229138635552
2023-05-19 00:00:00+01:00,,129.2047619047619,0.785714284720875,64.9952380947414,,24.26988095238095,39.607142857639566,31.93851190501026
2023-05-20 00:00:00+01:00,,125.10186917313905,9.901041686534882,67.50145542983697,,24.372453270671524,35.04947915673255,29.710966213702036
2023-05-21 00:00:00+01:00,,120.42222206680863,12.832075433911017,66.62714875035982,,24.489444448329785,34.29198114152224,29.390712794926014
2023-05-22 00:00:00+01:00,,115.12441318135866,16.669668251869236,65.89704071661394,,24.621889670466032,33.33258293703269,28.97723630374936
2023-05-23 00:00:00+01:00,,108.83689332239837,20.168571363176618,64.5027323427875,,24.77907766694004,32.457857159205844,28.618467413072942
2023-05-24 00:00:00+01:00,,106.21171157424514,22.19911509488536,64.20541333456525,,24.84470721064387,31.950221226278657,28.397464218461266
2023-05-25 00:00:00+01:00,,102.83391299040422,24.00990089567581,63.421906943040014,,24.929152175239892,31.497524776081047,28.21333847566047
2023-05-26 00:00:00+01:00,,99.84234254854219,25.688889220908838,62.76561588472551,,25.0112612465327,31.07777769477279,28.044519470652745
2023-05-27 00:00:00+01:00,,96.11376155188324,26.804504531997818,61.45913304194053,,25.27758846057977,30.79887386700054,28.038231163790158
2023-05-28 00:00:00+01:00,,91.9785049295871,27.959259086185032,59.968882007886066,,25.572963933600924,30.51018522845374,28.041574581027334
2023-05-29 00:00:00+01:00,,89.74040407122988,26.742055732513148,58.24122990187151,,25.732828280626435,30.81448606687171,28.273657173749072
2023-05-30 00:00:00+01:00,,0.0,0.0,0.0,,40.0,40.0,40.0
2023-05-31 00:00:00+01:00,,0.0,0.0,0.0,,40.0,40.0,40.0
2023-06-01 00:00:00+01:00,,0.0,0.0,0.0,,40.0,40.0,40.0
2023-06-02 00:00:00+01:00,,0.0,0.0,0.0,,40.0,40.0,40.0
2023-06-03 00:00:00+01:00,,,,,,,,
2023-06-04 00:00:00+01:00,,,,,,,,
2023-06-05 00:00:00+01:00,,0.0,0.0,0.0,,40.0,40.0,40.0
