"Time","638de53168f31919048f189d, 63932c6e68f319085df375b5; B2_solar_x2_03, Soil_tension","638de53168f31919048f189d, 63932c6e68f319085df375b7; B2_solar_x2_03, Resistance","638de53168f31919048f189d, 63932c6e68f319085df375b9; B2_solar_x2_03, Soil_temperature","638de56a68f31919048f189e, 63932ce468f319085df375cb; B3_solar_x1_02, Resistance","638de57568f31919048f189f, 63932c3668f319085df375ab; B4_solar_x1_03, Soil_tension","638de57568f31919048f189f, 63932c3668f319085df375ad; B4_solar_x1_03, Resistance","638de57568f31919048f189f, 63932c3668f319085df375af; B4_solar_x1_03, Soil_temperature"
"2023-02-24 03:30:00 +0000 UTC",0,54.4,15.4,92.8,9.2,101.9,15.8
"2023-02-24 03:40:00 +0000 UTC",0,54.4,15.4,92.8,9.1,101.3,15.7
"2023-02-24 03:50:00 +0000 UTC",0,54.4,15.4,92.8,9.1,101.3,15.7
"2023-02-24 04:00:00 +0000 UTC",0,54.4,15.3,92.8,9.1,101.3,15.7
"2023-02-24 04:10:00 +0000 UTC",0,54.4,15.3,92.8,9.1,100.8,15.6
"2023-02-24 04:20:00 +0000 UTC",0,54.4,15.3,92.7,9.1,100.8,15.6
"2023-02-24 04:30:00 +0000 UTC",0,54.4,15.3,92.7,9.1,100.8,15.65
"2023-02-24 04:40:00 +0000 UTC",0,54.4,15.25,92.7,,,
"2023-02-24 04:50:00 +0000 UTC",0,54.4,15.3,92.7,9.1,100.8,15.6
"2023-02-24 05:00:00 +0000 UTC",0,54.4,15.2,92.7,9.1,100.8,15.6
"2023-02-24 05:10:00 +0000 UTC",0,54.4,15.1,92.7,9.1,100.8,15.6
"2023-02-24 05:20:00 +0000 UTC",0,54.4,15.1,92.2,9.1,100.8,15.6
"2023-02-24 05:30:00 +0000 UTC",0,54.4,15.1,92.7,9.1,100.8,15.6
"2023-02-24 05:40:00 +0000 UTC",0,54.4,15.1,92.7,9.1,100.8,15.5
"2023-02-24 05:50:00 +0000 UTC",,,,91.6,9.1,100.8,15.5
"2023-02-24 06:00:00 +0000 UTC",0,54.4,15.1,92.2,9.1,100.8,15.5
"2023-02-24 06:10:00 +0000 UTC",0,54.9,15,91.6,9.1,100.8,15.5
"2023-02-24 06:20:00 +0000 UTC",0,54.9,15,91.6,9.1,100.8,15.5
"2023-02-24 06:30:00 +0000 UTC",0.35,55.15,15,92.2,9.1,100.8,15.5
"2023-02-24 06:40:00 +0000 UTC",0.7,55.4,15,92.2,9.1,100.8,15.5
"2023-02-24 06:50:00 +0000 UTC",0,54.9,15,91.6,9.1,100.8,15.4
"2023-02-24 07:00:00 +0000 UTC",0.7,55.5,14.9,91.9,9.1,100.9,15.4
"2023-02-24 07:10:00 +0000 UTC",0.7,55.5,14.9,92.2,9.1,100.8,15.4
"2023-02-24 07:20:00 +0000 UTC",0.7,55.5,14.8,92.2,9.1,100.9,15.4
"2023-02-24 07:30:00 +0000 UTC",0.7,55.5,14.8,92.7,9.1,101.3,15.3
"2023-02-24 07:40:00 +0000 UTC",0.7,55.5,14.8,92.7,9.1,100.9,15.3
"2023-02-24 07:50:00 +0000 UTC",0.7,55.5,14.8,91.7,9.1,100.9,15.3
"2023-02-24 08:00:00 +0000 UTC",0.7,55.5,14.8,91.7,9.1,100.8,15.3
"2023-02-24 08:10:00 +0000 UTC",0.7,55.5,14.7,91.7,9.1,100.9,15.3
"2023-02-24 08:20:00 +0000 UTC",0.7,55.5,14.7,91.7,9.1,101.4,15.3
"2023-02-24 08:30:00 +0000 UTC",0.7,55.5,14.7,91.7,9.1,101.9,15.2
"2023-02-24 08:40:00 +0000 UTC",0.7,55.5,14.7,91.7,9.1,102,15.2
"2023-02-24 08:50:00 +0000 UTC",0.7,55.5,14.6,92.1,9.1,101.5,15.2
"2023-02-24 09:00:00 +0000 UTC",0.7,55.5,14.6,92.2,9.1,101.9,15.2
"2023-02-24 09:10:00 +0000 UTC",0.6,56,14.6,91.6,9.1,101.5,15.1
"2023-02-24 09:20:00 +0000 UTC",0.5,56.1,14.6,92.2,9.1,102,15.1
"2023-02-24 09:30:00 +0000 UTC",0.5,56.1,14.7,91.8,9.1,102,15.1
"2023-02-24 09:40:00 +0000 UTC",0.5,56.1,14.6,92.2,9.1,102,15.1
"2023-02-24 09:50:00 +0000 UTC",0.5,56.1,14.6,91.7,9.1,102,15.1
"2023-02-24 10:00:00 +0000 UTC",0.4,56.6,14.6,91.6,9.1,101.9,15.1
"2023-02-24 10:10:00 +0000 UTC",0.5,56.1,14.7,91.7,9.1,101.5,15.1
"2023-02-24 10:20:00 +0000 UTC",0.5,56.1,14.8,91.6,9.1,101.5,15.1
"2023-02-24 10:30:00 +0000 UTC",0.4,56.6,14.8,91.7,9.1,102,15.1
"2023-02-24 10:40:00 +0000 UTC",0.4,56.6,14.8,91.6,9.1,101.5,15.1
"2023-02-24 10:50:00 +0000 UTC",0.4,56.6,14.9,91.65,9.1,102,15.1
"2023-02-24 11:00:00 +0000 UTC",0.4,56.6,14.9,91.1,9.1,101.9,15.1
"2023-02-24 11:10:00 +0000 UTC",0.4,56.6,15,91.1,9.1,101.4,15.1
"2023-02-24 11:20:00 +0000 UTC",0.4,56.6,15,91.1,9.1,101.5,15.1
"2023-02-24 11:30:00 +0000 UTC",0.4,56.6,15,90.5,9.1,101.4,15.2
"2023-02-24 11:40:00 +0000 UTC",0.4,56.6,15.1,90.5,9.1,101.9,15.2
"2023-02-24 11:50:00 +0000 UTC",0.4,56.6,15.1,90.5,9.1,101.9,15.2
"2023-02-24 12:00:00 +0000 UTC",0.4,56.6,15.2,90.5,9.1,101.9,15.2
"2023-02-24 12:10:00 +0000 UTC",0.4,56.6,15.3,90.5,9.1,101.9,15.3
"2023-02-24 12:20:00 +0000 UTC",0.4,56.6,15.3,90.5,9.1,101.9,15.3
"2023-02-24 12:30:00 +0000 UTC",0.4,56.6,15.4,90.5,9.1,102.4,15.3
"2023-02-24 12:40:00 +0000 UTC",0.4,56.6,15.5,90.5,9.1,101.9,15.3
"2023-02-24 12:50:00 +0000 UTC",0.4,56.6,15.5,89.9,,,
"2023-02-24 13:00:00 +0000 UTC",0.4,56.6,15.6,89.9,9.1,101.8,15.4
"2023-02-24 13:10:00 +0000 UTC",0.4,56.6,15.6,89.4,9.1,101.8,15.5
"2023-02-24 13:20:00 +0000 UTC",0.4,56.6,15.7,89.4,9.1,101.3,15.5
"2023-02-24 13:30:00 +0000 UTC",0.4,56.6,15.8,89.3,9.1,101.8,15.6
"2023-02-24 13:40:00 +0000 UTC",0.4,56.6,15.8,89.3,9.1,101.3,15.6
"2023-02-24 13:50:00 +0000 UTC",0.4,56.6,16,89.3,9.1,100.8,15.6
"2023-02-24 14:00:00 +0000 UTC",0.4,56.6,16,88.8,9.1,101.9,15.6
"2023-02-24 14:10:00 +0000 UTC",0.4,56.6,16,88.2,9.1,100.8,15.7
"2023-02-24 14:20:00 +0000 UTC",0.4,56.6,16.1,88.2,9.1,100.8,15.8
"2023-02-24 14:30:00 +0000 UTC",0.4,56.6,16.2,88.2,9.1,100.2,15.8
"2023-02-24 14:40:00 +0000 UTC",0.4,56.6,16.3,88.2,9.1,100.8,15.9
"2023-02-24 14:50:00 +0000 UTC",0.4,56.6,16.3,,9.1,100.8,15.9
"2023-02-24 15:00:00 +0000 UTC",0.4,56.6,16.4,88.2,9.4,99.7,16
"2023-02-24 15:10:00 +0000 UTC",0.4,56.6,16.5,87.6,9.1,100.6,16
"2023-02-24 15:20:00 +0000 UTC",0.4,56.6,16.6,87,9.4,99.7,16
"2023-02-24 15:30:00 +0000 UTC",0.4,56.6,16.6,,9.4,99.7,16.1
"2023-02-24 15:40:00 +0000 UTC",0.4,56.6,16.7,87,9.4,99.6,16.1
"2023-02-24 15:50:00 +0000 UTC",0.6,56.1,16.8,87,9.4,99.6,16.1
"2023-02-24 16:00:00 +0000 UTC",0.5,56.6,16.8,87,9.4,99.6,16.2
"2023-02-24 16:10:00 +0000 UTC",0.6,56.1,16.8,86.5,9.3,99,16.3
"2023-02-24 16:20:00 +0000 UTC",0.5,56.6,16.9,86.5,9.2,98.5,16.3
"2023-02-24 16:30:00 +0000 UTC",0.5,56.6,17,87,9.2,98.5,16.3
"2023-02-24 16:40:00 +0000 UTC",0.5,56.6,17,85.9,9.2,98.5,16.4
"2023-02-24 16:50:00 +0000 UTC",0.6,56.1,17,85.9,9.2,98.5,16.4
"2023-02-24 17:00:00 +0000 UTC",0.6,56,17,85.9,9.2,98.5,16.5
"2023-02-24 17:10:00 +0000 UTC",0.65,55.75,17.1,85.9,9.2,98.5,16.5
"2023-02-24 17:20:00 +0000 UTC",0.6,56,17.1,85.9,9.2,98.5,16.5
"2023-02-24 17:30:00 +0000 UTC",0.6,56,17.1,85.9,9,97.9,16.6
"2023-02-24 17:40:00 +0000 UTC",0.6,56,17.2,85.9,9,97.9,16.6
"2023-02-24 17:50:00 +0000 UTC",0.6,56,17.1,85.8,9.05,98.15,16.6
"2023-02-24 18:00:00 +0000 UTC",0.7,55.5,17.1,85.9,9,97.9,16.7
"2023-02-24 18:10:00 +0000 UTC",0.7,55.5,17.1,85.9,9,97.9,16.7
"2023-02-24 18:20:00 +0000 UTC",0.7,55.5,17.1,85.9,9,97.9,16.7
"2023-02-24 18:30:00 +0000 UTC",0.7,55.5,17.1,85.9,9,97.9,16.7
"2023-02-24 18:40:00 +0000 UTC",0.7,55.5,17.1,85.8,9.2,98.5,16.7
"2023-02-24 18:50:00 +0000 UTC",0.7,55.5,17.1,85.9,9,97.9,16.8
"2023-02-24 19:00:00 +0000 UTC",0.7,55.5,17.1,85.9,9,97.9,16.8
"2023-02-24 19:10:00 +0000 UTC",0.7,55.5,17.1,85.9,9,97.9,16.8
"2023-02-24 19:20:00 +0000 UTC",0.7,55.5,17.1,85.9,8.9,97.4,16.8
"2023-02-24 19:30:00 +0000 UTC",,,,86.4,8.9,97.3,16.8
"2023-02-24 19:40:00 +0000 UTC",0.6,56,17,86.9,9.2,98.5,16.8
"2023-02-24 19:50:00 +0000 UTC",0.7,55.5,17,87,9,97.9,16.8
"2023-02-24 20:00:00 +0000 UTC",0.7,55.5,17,86.4,9,97.9,16.8
"2023-02-24 20:10:00 +0000 UTC",0.7,55.5,17,85.9,9,97.9,16.8
"2023-02-24 20:20:00 +0000 UTC",0.7,55.5,17,86.4,9.1,98.4,16.8
"2023-02-24 20:30:00 +0000 UTC",0.6,56,16.9,87,9,97.9,16.8
"2023-02-24 20:40:00 +0000 UTC",0.7,55.5,16.9,87,9,97.9,16.8
"2023-02-24 20:50:00 +0000 UTC",0.6,56,16.9,87,9,97.9,16.8
"2023-02-24 21:00:00 +0000 UTC",0.6,56,16.8,87,9,97.9,16.7
"2023-02-24 21:10:00 +0000 UTC",0.55,56.25,16.8,87,9,97.9,16.7
"2023-02-24 21:20:00 +0000 UTC",0.6,56,16.7,87,9,97.9,16.6
"2023-02-24 21:30:00 +0000 UTC",0.6,56,16.7,87,9.2,98.5,16.7
"2023-02-24 21:40:00 +0000 UTC",0.6,56,16.6,87,9,97.95,16.65
"2023-02-24 21:50:00 +0000 UTC",0.6,56,16.6,87,9,98,16.6
"2023-02-24 22:00:00 +0000 UTC",0.6,56,16.6,87,9.2,98.5,16.6
"2023-02-24 22:10:00 +0000 UTC",0.5,56.5,16.6,87,9.2,98.5,16.6
"2023-02-24 22:20:00 +0000 UTC",0.4,56.6,16.5,87,9.2,98.5,16.6
"2023-02-24 22:30:00 +0000 UTC",0.4,56.6,16.5,87.6,9.2,98.5,16.6
"2023-02-24 22:40:00 +0000 UTC",0.4,56.6,16.5,88.2,9.3,99,16.6
"2023-02-24 22:50:00 +0000 UTC",0.4,56.6,16.5,88.2,9.2,98.5,16.5
"2023-02-24 23:00:00 +0000 UTC",0.4,56.6,16.5,88.2,9.2,98.5,16.5
"2023-02-24 23:10:00 +0000 UTC",0.4,56.6,16.4,88.2,9.2,98.5,16.5
"2023-02-24 23:20:00 +0000 UTC",0.4,56.6,16.3,88.2,9.2,98.5,16.5
"2023-02-24 23:30:00 +0000 UTC",0.4,56.6,16.3,88.2,9.2,98.5,16.5
"2023-02-24 23:40:00 +0000 UTC",0.4,56.6,16.3,88.7,9.3,99,16.5
"2023-02-24 23:50:00 +0000 UTC",0.4,56.6,16.3,88.2,9.3,99.1,16.5
"2023-02-25 00:00:00 +0000 UTC",0.4,56.6,16.3,88.2,9.3,99.1,16.5
"2023-02-25 00:10:00 +0000 UTC",0.4,56.6,16.3,89.2,9.3,99.1,16.4
"2023-02-25 00:20:00 +0000 UTC",0.4,56.6,16.2,89.3,9.4,99.6,16.4
"2023-02-25 00:30:00 +0000 UTC",0.4,56.6,16.1,89.3,9.4,99.6,16.4
"2023-02-25 00:40:00 +0000 UTC",0.4,56.6,16.1,89.3,9.4,99.7,16.4
"2023-02-25 00:50:00 +0000 UTC",0.4,56.6,16.1,89.3,9.4,99.7,16.3
"2023-02-25 01:00:00 +0000 UTC",0.3,57.1,16.1,89.3,9.4,99.7,16.3
"2023-02-25 01:10:00 +0000 UTC",0.3,57.1,16.05,89.3,9.4,99.7,16.3
"2023-02-25 01:20:00 +0000 UTC",0.3,57.1,16,89.3,9.4,99.7,16.3
"2023-02-25 01:30:00 +0000 UTC",0.2,57.6,16,89.3,9.3,100.25,16.25
"2023-02-25 01:40:00 +0000 UTC",0.2,57.6,16,89.3,9.2,100.2,16.2
"2023-02-25 01:50:00 +0000 UTC",0.2,57.6,15.9,90.1,9.2,100.8,16.2
"2023-02-25 02:00:00 +0000 UTC",0.2,57.6,15.9,89.8,9.2,100.2,16.2
"2023-02-25 02:10:00 +0000 UTC",0.2,57.6,15.9,90.4,9.2,100.2,16.2
"2023-02-25 02:20:00 +0000 UTC",0.2,57.6,15.8,89.4,9.15,100.2,16.1
"2023-02-25 02:30:00 +0000 UTC",0.2,57.7,15.8,90.4,9.2,100.8,16.1
"2023-02-25 02:40:00 +0000 UTC",0.2,57.7,15.8,90.4,9.1,100.3,16.1
"2023-02-25 02:50:00 +0000 UTC",0.2,57.6,15.8,90.4,9.1,100.3,16.1
"2023-02-25 03:00:00 +0000 UTC",0.2,57.7,15.8,90.5,9.2,100.9,16.1
"2023-02-25 03:10:00 +0000 UTC",0.2,57.7,15.7,90.5,9.2,100.8,16.1
"2023-02-25 03:20:00 +0000 UTC",0.2,57.7,15.7,90.4,9.2,100.9,16.1
"2023-02-25 03:30:00 +0000 UTC",0.2,57.7,15.6,,9.2,100.9,16
"2023-02-25 03:40:00 +0000 UTC",0.2,57.7,15.6,,,,
"2023-02-25 03:50:00 +0000 UTC",0.2,57.7,15.6,91,,,
"2023-02-25 04:00:00 +0000 UTC",0.2,57.7,15.6,91,9.1,100.9,16
"2023-02-25 04:10:00 +0000 UTC",0.2,57.7,15.6,90.5,9.1,100.9,16
"2023-02-25 04:20:00 +0000 UTC",0.2,57.7,15.6,91.1,9.1,100.9,16
"2023-02-25 04:30:00 +0000 UTC",0.1,58.2,15.5,90.5,9.2,101.4,16
"2023-02-25 04:40:00 +0000 UTC",0.1,58.2,15.5,91.6,9.2,101.4,15.9
"2023-02-25 04:50:00 +0000 UTC",0,58.7,15.5,91.6,9.2,101.5,15.9
"2023-02-25 05:00:00 +0000 UTC",0.05,58.45,15.5,91.6,9.2,101.5,15.9
"2023-02-25 05:10:00 +0000 UTC",0,58.7,15.4,91.6,9.2,101.5,15.8
"2023-02-25 05:20:00 +0000 UTC",0,58.7,15.4,92.2,9.2,102,15.8
"2023-02-25 05:30:00 +0000 UTC",0,58.7,15.4,92.2,9.15,101.5,15.8
"2023-02-25 05:40:00 +0000 UTC",0,58.7,15.3,91.6,9.2,102,15.8
"2023-02-25 05:50:00 +0000 UTC",0,58.8,15.4,91.7,9.2,102,15.8
"2023-02-25 06:00:00 +0000 UTC",0,58.7,15.3,91.7,9.2,102,15.7
"2023-02-25 06:10:00 +0000 UTC",0,58.7,15.3,91.7,9.2,102,15.8
"2023-02-25 06:20:00 +0000 UTC",0,58.7,15.3,91.7,9.1,101.5,15.8
"2023-02-25 06:30:00 +0000 UTC",0,58.7,15.3,91.7,9.2,102,15.7
"2023-02-25 06:40:00 +0000 UTC",0.1,59.3,15.3,92.2,9.2,102,15.7
"2023-02-25 06:50:00 +0000 UTC",0,58.7,15.3,92.8,9.2,102,15.6
"2023-02-25 07:00:00 +0000 UTC",0,58.7,15.2,92.8,9.2,102.6,15.6
"2023-02-25 07:10:00 +0000 UTC",0.1,59.3,15.1,92.8,9.2,102.6,15.6
"2023-02-25 07:20:00 +0000 UTC",0.1,59.3,15.1,92.8,9.2,103.2,15.6
"2023-02-25 07:30:00 +0000 UTC",0.2,59.8,15.1,92.8,9.2,103.1,15.6
"2023-02-25 07:40:00 +0000 UTC",0.2,59.8,15.1,92.8,9.2,103.2,15.6
"2023-02-25 07:50:00 +0000 UTC",0.2,59.8,15.1,92.8,9.2,103.2,15.6
"2023-02-25 08:00:00 +0000 UTC",0.2,59.8,15.1,92.8,9.2,103.2,15.6
"2023-02-25 08:10:00 +0000 UTC",0.2,59.8,15.1,92.8,9.2,103.2,15.6
"2023-02-25 08:20:00 +0000 UTC",0.2,59.8,15.1,93.4,9.2,103.2,15.5
"2023-02-25 08:30:00 +0000 UTC",0.2,59.8,15.1,92.8,9.2,103.2,15.5
"2023-02-25 08:40:00 +0000 UTC",0.1,59.3,15,92.8,9.2,103.2,15.5
"2023-02-25 08:50:00 +0000 UTC",0.2,59.8,15,93.9,9.2,103.8,15.5
"2023-02-25 09:00:00 +0000 UTC",0.2,59.8,15.05,93.9,9.2,104.3,15.5
"2023-02-25 09:10:00 +0000 UTC",0.2,59.9,15.1,94,9.2,104.4,15.5
"2023-02-25 09:20:00 +0000 UTC",0.2,59.9,15,94,9.2,104.1,15.5
"2023-02-25 09:30:00 +0000 UTC",0.2,59.9,15.1,94,9.2,104.4,15.5
"2023-02-25 09:40:00 +0000 UTC",0.2,59.9,15.1,94,9.2,104.4,15.5
"2023-02-25 09:50:00 +0000 UTC",0.2,59.9,15.1,94,9.2,104.4,15.5
"2023-02-25 10:00:00 +0000 UTC",0.2,59.9,15.1,94,9.2,104.4,15.5
"2023-02-25 10:10:00 +0000 UTC",0.2,59.9,15.1,93.9,9.2,104.4,15.5
"2023-02-25 10:20:00 +0000 UTC",0.2,59.9,15.1,94,9.2,104.4,15.5
"2023-02-25 10:30:00 +0000 UTC",0.2,59.9,15.1,93.9,9.2,104.4,15.5
"2023-02-25 10:40:00 +0000 UTC",0.2,59.9,15.2,94,9.2,104.4,15.5
"2023-02-25 10:50:00 +0000 UTC",0.2,59.9,15.2,93.9,9.2,104.4,15.5
"2023-02-25 11:00:00 +0000 UTC",0.2,59.9,15.2,93.9,9.2,104.4,15.5
"2023-02-25 11:10:00 +0000 UTC",0.3,60.15,15.3,93.9,9.2,104.4,15.5
"2023-02-25 11:20:00 +0000 UTC",0.4,60.4,15.4,93.4,9.2,104.4,15.5
"2023-02-25 11:30:00 +0000 UTC",0.4,60.4,15.4,93.9,9.3,105,15.5
"2023-02-25 11:40:00 +0000 UTC",0.4,60.4,15.5,93.4,9.2,104.4,15.6
"2023-02-25 11:50:00 +0000 UTC",0.4,60.4,15.5,92.8,9.2,104.4,15.6
"2023-02-25 12:00:00 +0000 UTC",0.4,60.4,15.6,93.4,9.2,104.4,15.6
"2023-02-25 12:10:00 +0000 UTC",0.5,60.9,15.6,92.8,9.2,104.4,15.6
"2023-02-25 12:20:00 +0000 UTC",0.5,61,15.7,92.8,9.2,104.4,15.6
"2023-02-25 12:30:00 +0000 UTC",0.3,60.4,15.8,92.8,9.2,104.4,15.6
"2023-02-25 12:40:00 +0000 UTC",,,,92.8,9.25,104.4,15.7
"2023-02-25 12:50:00 +0000 UTC",0.3,60.4,15.8,92.8,9.3,104.4,15.7
"2023-02-25 13:00:00 +0000 UTC",0.5,61,15.9,92.8,9.3,104.4,15.8
"2023-02-25 13:10:00 +0000 UTC",0.5,60.9,16,92.8,9.3,104.4,15.8
"2023-02-25 13:20:00 +0000 UTC",0.4,60.7,16.1,91.7,9.3,104.4,15.8
"2023-02-25 13:30:00 +0000 UTC",0.5,61,16.1,92.2,9.3,103.8,15.8
"2023-02-25 13:40:00 +0000 UTC",0.3,60.4,16.3,91.7,9.3,103.8,15.9
"2023-02-25 13:50:00 +0000 UTC",0.5,60.9,16.3,91.7,9.3,104.3,16
"2023-02-25 14:00:00 +0000 UTC",0.3,60.4,16.4,,9.2,103.2,16
"2023-02-25 14:10:00 +0000 UTC",0.3,60.4,16.5,91.6,9.275,103.2,16
"2023-02-25 14:20:00 +0000 UTC",0.45,60.9,16.5,91.6,9.3,103.2,16.1
"2023-02-25 14:30:00 +0000 UTC",0.3,60.4,16.6,91.1,9.3,103.2,16.1
"2023-02-25 14:40:00 +0000 UTC",0.3,60.4,16.6,91.1,9.3,103.2,16.2
"2023-02-25 14:50:00 +0000 UTC",0.3,60.4,16.7,90.5,9.3,103.2,16.3
"2023-02-25 15:00:00 +0000 UTC",0.2,59.9,16.8,92.1,9.3,103.2,16.3
"2023-02-25 15:10:00 +0000 UTC",0.4,60.9,16.8,90.5,9.3,102.6,16.3
"2023-02-25 15:20:00 +0000 UTC",0.2,59.9,16.8,90.5,9.3,102.6,16.4
"2023-02-25 15:30:00 +0000 UTC",0.2,59.9,16.95,91,9.3,102.6,16.4
"2023-02-25 15:40:00 +0000 UTC",0.2,59.9,17,90.5,9.3,102.6,16.5
"2023-02-25 15:50:00 +0000 UTC",0.2,59.9,17.1,90.5,9.3,102,16.5
"2023-02-25 16:00:00 +0000 UTC",0.3,60.4,17.1,90.5,9.3,102,16.5
"2023-02-25 16:10:00 +0000 UTC",0.3,60.4,17.1,90.5,9.3,102,16.6
"2023-02-25 16:20:00 +0000 UTC",0.3,60.4,17.1,90.4,9.3,102,16.6
"2023-02-25 16:30:00 +0000 UTC",0.2,59.9,17.1,90.4,9.3,102,16.6
"2023-02-25 16:40:00 +0000 UTC",0.2,59.9,17.3,89.4,9.3,101.5,16.6
"2023-02-25 16:50:00 +0000 UTC",0.2,59.9,17.2,89.4,9.3,102,16.7
"2023-02-25 17:00:00 +0000 UTC",0.2,59.9,17.3,89.9,9.3,102,16.7
"2023-02-25 17:10:00 +0000 UTC",0.2,59.8,17.3,89.4,9.3,102.2,16.7
"2023-02-25 17:20:00 +0000 UTC",0.2,59.8,17.3,90.4,9.3,102.1,16.8
"2023-02-25 17:30:00 +0000 UTC",0.2,59.8,17.3,89.9,9.3,101.5,16.8
"2023-02-25 17:40:00 +0000 UTC",0.2,59.8,17.3,89.4,9.3,101.5,16.8
"2023-02-25 17:50:00 +0000 UTC",0.4,60.8,17.3,89.4,9.3,101.5,16.8
"2023-02-25 18:00:00 +0000 UTC",0.2,59.8,17.3,89.4,9.3,101.9,16.8
"2023-02-25 18:10:00 +0000 UTC",0.2,59.8,17.3,89.4,9.3,101.5,16.9
"2023-02-25 18:20:00 +0000 UTC",0.2,59.8,17.3,89.4,9.3,101.45,16.9
"2023-02-25 18:30:00 +0000 UTC",0.2,59.8,17.3,89.9,9.3,101.4,17
"2023-02-25 18:40:00 +0000 UTC",0.2,59.8,17.3,89.9,9.3,101.4,16.9
"2023-02-25 18:50:00 +0000 UTC",0.2,59.8,17.2,90.4,9.3,101.4,16.9
"2023-02-25 19:00:00 +0000 UTC",0.2,59.8,17.3,90.4,9.3,101.4,17
"2023-02-25 19:10:00 +0000 UTC",0.2,59.8,17.2,90.4,9.3,101.4,17
"2023-02-25 19:20:00 +0000 UTC",0.2,59.8,17.2,90.4,9.3,101.4,17
"2023-02-25 19:30:00 +0000 UTC",0.2,59.8,17.1,91.4,9.3,101.9,17
"2023-02-25 19:40:00 +0000 UTC",0.2,59.8,17.1,90.4,9.3,101.4,17
"2023-02-25 19:50:00 +0000 UTC",0.2,59.8,17.1,91,9.3,101.4,16.9
"2023-02-25 20:00:00 +0000 UTC",0.2,59.8,17.1,90.4,9.3,101.9,17
"2023-02-25 20:10:00 +0000 UTC",0.2,59.8,17.1,90.7,9.3,101.9,16.9
"2023-02-25 20:20:00 +0000 UTC",0.3,60.3,17,91,9.3,101.9,16.9
"2023-02-25 20:30:00 +0000 UTC",0.2,59.8,17,91,9.3,101.9,16.9
"2023-02-25 20:40:00 +0000 UTC",0.2,59.8,17,90.5,,,
"2023-02-25 20:50:00 +0000 UTC",0.2,59.8,17,91.5,9.3,101.9,16.9
"2023-02-25 21:00:00 +0000 UTC",0.2,59.8,16.9,91.5,9.3,102,16.8
"2023-02-25 21:10:00 +0000 UTC",0.2,59.8,16.9,91.5,9.3,101.9,16.9
"2023-02-25 21:20:00 +0000 UTC",0.3,60.3,16.9,91.6,9.3,102,16.8
"2023-02-25 21:30:00 +0000 UTC",0.3,60.3,16.8,91.6,9.3,102,16.8
"2023-02-25 21:40:00 +0000 UTC",0.4,60.8,16.8,91.6,9.3,102,16.8
"2023-02-25 21:50:00 +0000 UTC",0.3,60.4,16.8,91.6,9.3,102,16.8
"2023-02-25 22:00:00 +0000 UTC",0.4,60.9,16.7,91.6,9.4,103.1,16.8
"2023-02-25 22:10:00 +0000 UTC",0.2,59.9,16.7,91.6,9.3,102,16.8
"2023-02-25 22:20:00 +0000 UTC",0.3,60.4,16.7,91.6,9.4,103.1,16.8
"2023-02-25 22:30:00 +0000 UTC",0.4,60.9,16.6,92.2,9.35,103.1,16.7
"2023-02-25 22:40:00 +0000 UTC",0.2,59.9,16.6,92.2,9.3,103.1,16.7
"2023-02-25 22:50:00 +0000 UTC",0.4,60.9,16.6,92.7,9.3,102.6,16.7
"2023-02-25 23:00:00 +0000 UTC",0.75,62.3,15.7,92.7,9.3,102.6,16.6
"2023-02-25 23:10:00 +0000 UTC",0.4,60.9,16.5,92.7,,,
"2023-02-25 23:20:00 +0000 UTC",0.45,60.9,16.5,,9.3,103.1,16.6
"2023-02-25 23:30:00 +0000 UTC",0.5,60.9,16.4,92.8,9.3,103.1,16.6
"2023-02-25 23:40:00 +0000 UTC",0.3,60.4,16.4,93.3,9.3,103.1,16.6
"2023-02-25 23:50:00 +0000 UTC",0.3,60.4,16.3,92.8,9.3,103.1,16.6
"2023-02-26 00:00:00 +0000 UTC",0.5,60.9,16.3,93.3,9.3,103.1,16.6
"2023-02-26 00:10:00 +0000 UTC",0.5,60.9,16.3,92.8,9.3,103.2,16.6
"2023-02-26 00:20:00 +0000 UTC",0.5,60.9,16.3,92.8,9.35,103.8,16.5
"2023-02-26 00:30:00 +0000 UTC",0.5,60.9,16.3,93.3,9.4,104.8,16.5
"2023-02-26 00:40:00 +0000 UTC",,,,93.9,9.3,103.7,16.5
"2023-02-26 00:50:00 +0000 UTC",0.5,60.9,16.2,93.9,9.3,103.2,16.5
"2023-02-26 01:00:00 +0000 UTC",0.5,60.9,16.2,93.9,9.3,103.8,16.5
"2023-02-26 01:10:00 +0000 UTC",0.5,60.9,16.1,94,9.3,103.8,16.5
"2023-02-26 01:20:00 +0000 UTC",0.5,60.9,16.1,93.9,9.3,103.8,16.5
"2023-02-26 01:30:00 +0000 UTC",0.5,60.9,16.1,93.9,9.4,104.3,16.4
"2023-02-26 01:40:00 +0000 UTC",0.5,60.9,16,93.9,9.3,103.8,16.4
"2023-02-26 01:50:00 +0000 UTC",0.5,60.9,16,93.9,9.4,104.3,16.4
"2023-02-26 02:00:00 +0000 UTC",0.5,60.9,16,93.9,9.325,104.3,16.3
"2023-02-26 02:10:00 +0000 UTC",0.5,60.9,16,94,9.3,104.3,16.3
"2023-02-26 02:20:00 +0000 UTC",0.5,60.9,15.9,94.5,9.3,104.4,16.3
"2023-02-26 02:30:00 +0000 UTC",0.5,61,15.9,94,9.3,104.4,16.3
