"Time","638de53168f31919048f189d, 63932c6e68f319085df375b5; B2_solar_x2_03, Soil_tension","638de53168f31919048f189d, 63932c6e68f319085df375b7; B2_solar_x2_03, Resistance","638de53168f31919048f189d, 63932c6e68f319085df375b9; B2_solar_x2_03, Soil_temperature","638de56a68f31919048f189e, 63932ce468f319085df375cb; B3_solar_x1_02, Resistance","638de57568f31919048f189f, 63932c3668f319085df375ab; B4_solar_x1_03, Soil_tension","638de57568f31919048f189f, 63932c3668f319085df375ad; B4_solar_x1_03, Resistance","638de57568f31919048f189f, 63932c3668f319085df375af; B4_solar_x1_03, Soil_temperature"
"2023-02-17 17:50:00 +0000 UTC",3.9,75.4,13.2,108.1,9.6,121.2,13.1
"2023-02-17 18:00:00 +0000 UTC",3.9,75.4,13.2,108.1,9.6,121.2,13.1
"2023-02-17 18:10:00 +0000 UTC",3.9,75.4,13.2,108.1,9.6,121.7,13.1
"2023-02-17 18:20:00 +0000 UTC",3.9,75.4,13.2,108.7,9.6,121.2,13.1
"2023-02-17 18:30:00 +0000 UTC",3.9,75.4,13.2,108.7,9.6,121.2,13.2
"2023-02-17 18:40:00 +0000 UTC",3.9,75.4,13.2,108.1,9.6,121.2,13.1
"2023-02-17 18:50:00 +0000 UTC",3.9,75.4,13.2,108.1,9.6,121.2,13.2
"2023-02-17 19:00:00 +0000 UTC",3.9,75.4,13.2,108.1,9.6,121.2,13.3
"2023-02-17 19:10:00 +0000 UTC",3.9,75.4,13.1,108.7,9.6,121.2,13.2
"2023-02-17 19:20:00 +0000 UTC",3.9,75.4,13.2,108.1,9.6,121.2,13.2
"2023-02-17 19:30:00 +0000 UTC",3.9,75.4,13.1,108.7,9.6,121.2,13.3
"2023-02-17 19:40:00 +0000 UTC",3.9,75.4,13.1,108.7,9.6,121.7,13.2
"2023-02-17 19:50:00 +0000 UTC",3.9,75.4,13.1,108.7,9.6,121.7,13.3
"2023-02-17 20:00:00 +0000 UTC",3.9,75.4,13.1,108.7,9.6,121.7,13.3
"2023-02-17 20:10:00 +0000 UTC",3.9,75.4,13.1,108.7,9.6,121.2,13.3
"2023-02-17 20:20:00 +0000 UTC",3.9,75.4,13.1,108.7,9.6,121.2,13.2
"2023-02-17 20:30:00 +0000 UTC",,,,109.3,9.6,121.2,13.2
"2023-02-17 20:40:00 +0000 UTC",3.9,75.4,13,109.3,9.6,121.2,13.2
"2023-02-17 20:50:00 +0000 UTC",4,75.9,12.9,109.3,9.6,121.2,13.2
"2023-02-17 21:00:00 +0000 UTC",3.9,75.4,12.9,109.3,9.6,121.2,13.2
"2023-02-17 21:10:00 +0000 UTC",3.9,75.4,12.9,109.3,9.6,121.2,13.2
"2023-02-17 21:20:00 +0000 UTC",3.9,75.5,12.9,109.3,9.6,121.2,13.2
"2023-02-17 21:30:00 +0000 UTC",3.9,75.4,12.8,,9.6,121.2,13.1
"2023-02-17 21:40:00 +0000 UTC",3.9,75.4,12.8,109.9,9.6,121.7,13.1
"2023-02-17 21:50:00 +0000 UTC",3.9,75.4,12.8,109.9,9.6,121.2,13.1
"2023-02-17 22:00:00 +0000 UTC",3.9,75.4,12.8,109.3,9.6,121.2,13.1
"2023-02-17 22:10:00 +0000 UTC",3.9,75.4,12.7,109.9,9.6,121.2,13.1
"2023-02-17 22:20:00 +0000 UTC",3.9,75.4,12.7,109.9,9.6,121.2,13.1
"2023-02-17 22:30:00 +0000 UTC",3.9,75.45,12.6,110.5,9.6,122.3,13.1
"2023-02-17 22:40:00 +0000 UTC",3.9,75.5,12.6,111,9.6,121.2,13.1
"2023-02-17 22:50:00 +0000 UTC",3.9,75.5,12.6,110.5,9.6,122.4,13
"2023-02-17 23:00:00 +0000 UTC",4.15,76.6,13.15,110.5,9.6,121.9,13
"2023-02-17 23:10:00 +0000 UTC",3.9,75.5,12.5,110.5,9.6,122.4,13
"2023-02-17 23:20:00 +0000 UTC",4,76,12.5,111.1,9.6,122.4,13
"2023-02-17 23:30:00 +0000 UTC",3.9,75.5,12.5,111.1,9.6,123,13
"2023-02-17 23:40:00 +0000 UTC",4.1,76.5,12.4,111.6,9.6,123,12.9
"2023-02-17 23:50:00 +0000 UTC",4,76,12.3,111.7,9.6,122.6,12.9
"2023-02-18 00:00:00 +0000 UTC",4,76,12.3,111.7,9.6,123,12.9
"2023-02-18 00:10:00 +0000 UTC",3.9,75.5,12.3,111.7,9.6,123,12.9
"2023-02-18 00:20:00 +0000 UTC",4,76,12.3,111.7,9.6,122.7,12.8
"2023-02-18 00:30:00 +0000 UTC",4.15,76.55,12.25,112.3,9.6,122.4,12.8
"2023-02-18 00:40:00 +0000 UTC",4.1,76.5,12.1,111.7,9.6,123,12.8
"2023-02-18 00:50:00 +0000 UTC",4.2,76.6,12.1,112.3,9.6,123,12.8
"2023-02-18 01:00:00 +0000 UTC",4.2,76.6,12.1,112.3,9.6,123.5,12.8
"2023-02-18 01:10:00 +0000 UTC",4.2,76.6,12.1,112.3,9.6,123.1,12.8
"2023-02-18 01:20:00 +0000 UTC",4.1,76.5,12,112.3,9.6,123.7,12.7
"2023-02-18 01:30:00 +0000 UTC",4.3,77,12,112.9,9.6,124.2,12.6
"2023-02-18 01:40:00 +0000 UTC",4.3,77,12,112.9,9.6,123.7,12.6
"2023-02-18 01:50:00 +0000 UTC",4.3,77,12,,9.6,123.7,12.6
"2023-02-18 02:00:00 +0000 UTC",4.4,77.6,12,,9.6,124.2,12.6
"2023-02-18 02:10:00 +0000 UTC",4.3,77.1,11.9,112.9,9.6,123.7,12.6
"2023-02-18 02:20:00 +0000 UTC",4.3,77.1,11.85,113.5,9.6,123.7,12.6
"2023-02-18 02:30:00 +0000 UTC",4.3,77.1,11.8,113.5,9.6,124.2,12.6
"2023-02-18 02:40:00 +0000 UTC",4.3,77.1,11.8,113.5,9.6,123.7,12.6
"2023-02-18 02:50:00 +0000 UTC",4.3,77.1,11.8,,9.6,123.7,12.5
"2023-02-18 03:00:00 +0000 UTC",4.3,77.1,11.8,114.1,9.6,124.2,12.5
"2023-02-18 03:10:00 +0000 UTC",4.4,77.6,11.7,114.6,9.6,124.3,12.5
"2023-02-18 03:20:00 +0000 UTC",4.4,77.6,11.7,114.1,9.6,124.3,12.5
"2023-02-18 03:30:00 +0000 UTC",4.5,78.1,11.6,114.1,9.6,124.3,12.4
"2023-02-18 03:40:00 +0000 UTC",4.4,77.6,11.6,114.7,9.6,124.9,12.4
"2023-02-18 03:50:00 +0000 UTC",4.4,77.6,11.6,114.7,9.6,124.9,12.3
"2023-02-18 04:00:00 +0000 UTC",4.4,77.6,11.5,114.7,9.6,125.4,12.3
"2023-02-18 04:10:00 +0000 UTC",4.4,77.7,11.5,114.7,9.6,125.4,12.3
"2023-02-18 04:20:00 +0000 UTC",4.5,78.2,11.5,115.2,9.6,125.4,12.3
"2023-02-18 04:30:00 +0000 UTC",4.6,78.3,11.5,115.2,9.6,125.4,12.3
"2023-02-18 04:40:00 +0000 UTC",4.4,77.7,11.4,115.3,9.6,125.4,12.2
"2023-02-18 04:50:00 +0000 UTC",4.4,77.7,11.4,115.4,9.6,125.4,12.2
"2023-02-18 05:00:00 +0000 UTC",4.5,78.2,11.3,115.4,9.6,125.4,12.2
"2023-02-18 05:10:00 +0000 UTC",4.4,77.7,11.3,115.4,9.6,125.4,12.2
"2023-02-18 05:20:00 +0000 UTC",4.7,78.7,11.3,115.4,9.6,125.5,12.1
"2023-02-18 05:30:00 +0000 UTC",4.7,78.7,11.3,115.9,9.6,125.5,12.1
"2023-02-18 05:40:00 +0000 UTC",4.6,78.2,11.3,116.15,9.6,126,12.1
"2023-02-18 05:50:00 +0000 UTC",4.7,78.7,11.3,116.5,9.6,125.6,12
"2023-02-18 06:00:00 +0000 UTC",4.5,77.95,11.15,116.5,9.6,126.1,12
"2023-02-18 06:10:00 +0000 UTC",4.6,78.2,11.1,117.1,9.6,126.1,12
"2023-02-18 06:20:00 +0000 UTC",4.7,78.7,11.1,116.5,9.6,126.1,12
"2023-02-18 06:30:00 +0000 UTC",4.7,78.8,11.1,117.1,9.6,126.7,12
"2023-02-18 06:40:00 +0000 UTC",4.7,78.8,11.1,116.6,9.6,126.1,12
"2023-02-18 06:50:00 +0000 UTC",4.7,78.8,11,117.1,9.6,126.7,12
"2023-02-18 07:00:00 +0000 UTC",4.8,79.3,11,116.6,9.6,126.7,11.9
"2023-02-18 07:10:00 +0000 UTC",4.7,78.8,11,117.7,9.6,126.7,11.9
"2023-02-18 07:20:00 +0000 UTC",4.7,78.8,11,117.7,9.6,126.7,11.8
"2023-02-18 07:30:00 +0000 UTC",4.7,78.8,11,117.7,9.6,127.2,11.8
"2023-02-18 07:40:00 +0000 UTC",4.7,78.9,11,,9.7,127.7,11.8
"2023-02-18 07:50:00 +0000 UTC",4.7,78.9,10.9,118.3,9.6,127.4,11.8
"2023-02-18 08:00:00 +0000 UTC",4.75,79.15,10.85,117.8,9.7,128,11.8
"2023-02-18 08:10:00 +0000 UTC",4.8,79.4,10.8,117.8,9.7,127.9,11.8
"2023-02-18 08:20:00 +0000 UTC",4.8,79.4,10.8,118.9,9.6,127.4,11.7
"2023-02-18 08:30:00 +0000 UTC",5,79.9,10.8,118.3,9.6,127.4,11.7
"2023-02-18 08:40:00 +0000 UTC",,,,118.3,,,
"2023-02-18 08:50:00 +0000 UTC",5,80,10.8,117.9,9.6,128,11.7
"2023-02-18 09:00:00 +0000 UTC",5,80,10.8,117.9,9.6,127.5,11.6
"2023-02-18 09:10:00 +0000 UTC",5,80,10.8,118.3,9.6,128.2,11.6
"2023-02-18 09:20:00 +0000 UTC",5,80,10.8,118.4,9.6,128,11.6
"2023-02-18 09:30:00 +0000 UTC",5,80,10.8,118.5,9.6,128.10001,11.6
"2023-02-18 09:40:00 +0000 UTC",5,80,10.8,118.5,9.6,128.10001,11.6
"2023-02-18 09:50:00 +0000 UTC",5,80,10.8,118,9.7,128.7,11.6
"2023-02-18 10:00:00 +0000 UTC",5,80,10.9,118.5,9.6,128.10001,11.6
"2023-02-18 10:10:00 +0000 UTC",5,80,10.9,118.4,9.7,128.7,11.6
"2023-02-18 10:20:00 +0000 UTC",5,80,11,117.8,9.6,128.10001,11.6
"2023-02-18 10:30:00 +0000 UTC",5.1,80.5,11,117.8,9.7,128.7,11.6
"2023-02-18 10:40:00 +0000 UTC",5,80,11,118.3,9.7,128.7,11.5
"2023-02-18 10:50:00 +0000 UTC",5,80,11.1,117.9,9.7,128.7,11.6
"2023-02-18 11:00:00 +0000 UTC",5,80,11.1,117.8,9.7,128.7,11.6
"2023-02-18 11:10:00 +0000 UTC",5.1,80.6,11.2,117.9,9.7,128.7,11.6
"2023-02-18 11:20:00 +0000 UTC",5,80,11.2,117.2,9.7,129.10001,11.6
"2023-02-18 11:30:00 +0000 UTC",5,80,11.3,117.2,9.7,128.7,11.65
"2023-02-18 11:40:00 +0000 UTC",5,80,11.4,117.2,9.7,128.60001,11.7
"2023-02-18 11:50:00 +0000 UTC",5,80,11.5,117.2,9.7,128.3,11.8
"2023-02-18 12:00:00 +0000 UTC",5.05,80.3,11.55,116.6,9.7,128,11.8
"2023-02-18 12:10:00 +0000 UTC",5,80,11.6,116.6,9.7,128,11.8
"2023-02-18 12:20:00 +0000 UTC",5,80,11.7,116.6,9.7,128,11.8
"2023-02-18 12:30:00 +0000 UTC",,,,116,9.7,128,11.9
"2023-02-18 12:40:00 +0000 UTC",5,80,11.9,116,9.7,128,11.9
"2023-02-18 12:50:00 +0000 UTC",5,80,12,115.4,9.7,127.5,12
"2023-02-18 13:00:00 +0000 UTC",5,80,12,115.4,9.7,127.4,12
"2023-02-18 13:10:00 +0000 UTC",5,80,12.1,114.8,9.7,127.4,12.1
"2023-02-18 13:20:00 +0000 UTC",5,80,12.2,114.3,9.7,127.4,12.1
"2023-02-18 13:30:00 +0000 UTC",4.95,80,12.3,114.2,9.7,126.8,12.2
"2023-02-18 13:40:00 +0000 UTC",4.8,79.5,12.3,114.2,9.7,126.8,12.3
"2023-02-18 13:50:00 +0000 UTC",4.8,79.5,12.5,114.1,9.7,126.8,12.3
"2023-02-18 14:00:00 +0000 UTC",4.7,78.9,12.5,113.6,9.7,126.8,12.3
"2023-02-18 14:10:00 +0000 UTC",4.75,79.15,12.6,113.6,9.7,126.3,12.4
"2023-02-18 14:20:00 +0000 UTC",4.8,79.4,12.8,113,9.7,125.7,12.5
"2023-02-18 14:30:00 +0000 UTC",4.7,78.9,12.8,113,9.65,125.2,12.5
"2023-02-18 14:40:00 +0000 UTC",4.7,78.9,12.9,112.4,9.7,125.6,12.6
"2023-02-18 14:50:00 +0000 UTC",4.7,78.9,13,112.4,9.7,125.6,12.7
"2023-02-18 15:00:00 +0000 UTC",4.7,78.9,13,112.3,9.7,125.6,12.7
"2023-02-18 15:10:00 +0000 UTC",4.7,78.9,13.1,111.8,9.7,125,12.8
"2023-02-18 15:20:00 +0000 UTC",4.7,78.9,13.2,111.8,9.7,126,12.8
"2023-02-18 15:30:00 +0000 UTC",4.7,78.9,13.3,111.7,9.7,124.9,12.9
"2023-02-18 15:40:00 +0000 UTC",,,,111.2,9.7,124.3,13
"2023-02-18 15:50:00 +0000 UTC",4.5,78.3,13.4,111.2,9.65,123.4,13.1
"2023-02-18 16:00:00 +0000 UTC",,,,111.1,9.7,123.8,13.1
"2023-02-18 16:10:00 +0000 UTC",4.6,78.8,13.5,110.6,9.7,123.95,13.15
"2023-02-18 16:20:00 +0000 UTC",4.5,78.2,13.5,110.6,9.7,123.1,13.2
"2023-02-18 16:30:00 +0000 UTC",4.5,78.2,13.6,110,9.65,122.6,13.3
"2023-02-18 16:40:00 +0000 UTC",4.4,77.7,13.6,110,9.7,123.1,13.3
"2023-02-18 16:50:00 +0000 UTC",4.4,77.7,13.7,109.65,9.7,122.6,13.4
"2023-02-18 17:00:00 +0000 UTC",4.4,77.7,13.8,109.4,9.7,122.4,13.4
"2023-02-18 17:10:00 +0000 UTC",4.4,77.7,13.8,109.4,9.7,122.4,13.5
"2023-02-18 17:20:00 +0000 UTC",4.4,77.7,13.8,109.4,9.6,121.3,13.5
"2023-02-18 17:30:00 +0000 UTC",4.4,77.7,13.8,109.4,9.6,121.3,13.6
"2023-02-18 17:40:00 +0000 UTC",,,,109.4,9.7,121.9,13.6
"2023-02-18 17:50:00 +0000 UTC",4.4,77.6,13.9,109.4,9.65,121.3,13.6
"2023-02-18 18:00:00 +0000 UTC",4.4,77.6,13.9,109.3,9.7,121.3,13.7
"2023-02-18 18:10:00 +0000 UTC",4.1,76.6,13.9,109.3,9.7,121.3,13.7
"2023-02-18 18:20:00 +0000 UTC",4.15,76.85,13.95,109.3,9.7,121.3,13.7
"2023-02-18 18:30:00 +0000 UTC",4.1,76.6,13.9,109.3,9.7,121.2,13.8
"2023-02-18 18:40:00 +0000 UTC",4.2,77.1,13.9,109.3,9.7,121.2,13.8
"2023-02-18 18:50:00 +0000 UTC",4.2,77.1,14,109.3,9.6,120.6,13.8
"2023-02-18 19:00:00 +0000 UTC",4.1,76.6,13.9,109.3,9.7,120.8,13.8
"2023-02-18 19:10:00 +0000 UTC",4.1,76.6,13.9,108.8,9.7,121.2,13.8
"2023-02-18 19:20:00 +0000 UTC",4.2,77.1,13.9,109.3,9.7,121.2,13.8
"2023-02-18 19:30:00 +0000 UTC",4.1,76.6,13.9,109.3,9.7,121.2,13.8
"2023-02-18 19:40:00 +0000 UTC",4.1,76.6,13.8,109.4,9.7,120.6,13.8
"2023-02-18 19:50:00 +0000 UTC",4.1,76.6,13.9,109.4,9.7,121.2,13.8
"2023-02-18 20:00:00 +0000 UTC",4.1,76.6,13.8,109.4,9.7,121.2,13.8
"2023-02-18 20:10:00 +0000 UTC",4.1,76.6,13.8,109.4,9.7,121.2,13.8
"2023-02-18 20:20:00 +0000 UTC",,,,109.9,9.7,121.7,13.9
"2023-02-18 20:30:00 +0000 UTC",4.1,76.6,13.8,109.9,9.7,121.2,13.8
"2023-02-18 20:40:00 +0000 UTC",4.1,76.6,13.8,109.9,9.7,120.6,13.8
"2023-02-18 20:50:00 +0000 UTC",4.1,76.6,13.8,109.9,9.7,121.2,13.9
"2023-02-18 21:00:00 +0000 UTC",4.1,76.6,13.7,109.9,9.7,121.2,13.8
"2023-02-18 21:10:00 +0000 UTC",4.1,76.6,13.7,110,9.65,120.6,13.8
"2023-02-18 21:20:00 +0000 UTC",4.1,76.6,13.7,110.5,9.7,121.2,13.8
"2023-02-18 21:30:00 +0000 UTC",4.1,76.6,13.6,110.5,9.7,121.2,13.8
"2023-02-18 21:40:00 +0000 UTC",4.1,76.6,13.6,,9.7,121.2,13.8
"2023-02-18 21:50:00 +0000 UTC",4.1,76.6,13.6,110.5,,,
"2023-02-18 22:00:00 +0000 UTC",4.1,76.6,13.5,110.5,9.7,121.2,13.8
"2023-02-18 22:10:00 +0000 UTC",4.2,76.85,13.5,110.5,9.7,121.2,13.8
"2023-02-18 22:20:00 +0000 UTC",4.1,76.6,13.5,110.5,9.7,121.2,13.8
"2023-02-18 22:30:00 +0000 UTC",4.1,76.6,13.5,110.6,9.7,121.2,13.7
"2023-02-18 22:40:00 +0000 UTC",4.1,76.6,13.4,111.1,9.7,121.2,13.7
"2023-02-18 22:50:00 +0000 UTC",4.1,76.6,13.4,111.1,9.7,121.7,13.7
"2023-02-18 23:00:00 +0000 UTC",4.1,76.6,13.4,111.7,9.7,121.7,13.7
"2023-02-18 23:10:00 +0000 UTC",4.1,76.6,13.3,111.7,9.7,121.2,13.6
"2023-02-18 23:20:00 +0000 UTC",4.1,76.6,13.3,111.95,9.7,121.7,13.6
"2023-02-18 23:30:00 +0000 UTC",4.1,76.6,13.3,111.7,9.7,121.7,13.6
"2023-02-18 23:40:00 +0000 UTC",4.1,76.6,13.2,111.7,9.7,122.3,13.6
"2023-02-18 23:50:00 +0000 UTC",4.4,77.6,13.2,112.3,9.7,121.9,13.6
"2023-02-19 00:00:00 +0000 UTC",4.3,77.1,13.1,,9.7,122.4,13.5
"2023-02-19 00:10:00 +0000 UTC",4.3,77.1,13.1,112.3,9.7,123,13.5
"2023-02-19 00:20:00 +0000 UTC",,,,112.9,9.7,122.4,13.5
"2023-02-19 00:30:00 +0000 UTC",4.4,77.6,13,112.9,9.7,122.4,13.5
"2023-02-19 00:40:00 +0000 UTC",4.5,78.2,13,112.9,9.7,122.4,13.5
"2023-02-19 00:50:00 +0000 UTC",4.4,77.7,13,,9.7,122.4,13.5
"2023-02-19 01:00:00 +0000 UTC",4.4,77.7,13,113.5,9.7,122.4,13.5
"2023-02-19 01:10:00 +0000 UTC",,,,113.5,9.7,123,13.4
"2023-02-19 01:20:00 +0000 UTC",4.4,77.7,12.8,113.5,9.7,122.4,13.3
"2023-02-19 01:30:00 +0000 UTC",4.4,77.7,12.8,113.5,9.7,122.4,13.4
"2023-02-19 01:40:00 +0000 UTC",4.4,77.7,12.8,113.5,9.7,122.5,13.3
"2023-02-19 01:50:00 +0000 UTC",4.4,77.7,12.75,114.1,9.7,123,13.3
"2023-02-19 02:00:00 +0000 UTC",4.4,77.7,12.7,114.6,9.7,123.6,13.3
"2023-02-19 02:10:00 +0000 UTC",4.5,78.2,12.6,114.1,9.7,123.7,13.3
"2023-02-19 02:20:00 +0000 UTC",4.5,78.2,12.6,114.1,9.7,123.7,13.2
"2023-02-19 02:30:00 +0000 UTC",4.4,77.7,12.6,114.7,9.7,123.7,13.2
"2023-02-19 02:40:00 +0000 UTC",4.5,78.2,12.5,114.7,9.7,123.7,13.2
"2023-02-19 02:50:00 +0000 UTC",4.5,78.2,12.5,114.7,9.7,124.2,13.1
"2023-02-19 03:00:00 +0000 UTC",4.5,78.2,12.5,114.7,9.7,123.7,13.1
"2023-02-19 03:10:00 +0000 UTC",4.5,78.2,12.5,115.3,9.7,123.7,13.1
"2023-02-19 03:20:00 +0000 UTC",4.4,77.7,12.5,116.4,9.7,123.7,13.1
"2023-02-19 03:30:00 +0000 UTC",4.5,78.2,12.4,115.8,9.7,123.7,13
"2023-02-19 03:40:00 +0000 UTC",4.6,78.5,12.3,115.4,9.7,123.7,13
"2023-02-19 03:50:00 +0000 UTC",4.7,78.8,12.3,115.9,9.7,124.3,13
"2023-02-19 04:00:00 +0000 UTC",4.7,78.8,12.3,116.4,9.7,124.3,13
"2023-02-19 04:10:00 +0000 UTC",4.7,78.8,12.2,117,9.7,125.4,13
"2023-02-19 04:20:00 +0000 UTC",,,,116.4,9.7,124.9,13
"2023-02-19 04:30:00 +0000 UTC",4.7,78.8,12.1,116.4,9.7,124.9,12.9
"2023-02-19 04:40:00 +0000 UTC",4.7,78.8,12.1,117,9.7,124.9,12.8
"2023-02-19 04:50:00 +0000 UTC",4.7,78.8,12.1,117,9.7,124.9,12.8
"2023-02-19 05:00:00 +0000 UTC",4.7,78.8,12.1,117,9.7,124.9,12.8
"2023-02-19 05:10:00 +0000 UTC",4.7,78.9,12,117.1,9.7,124.9,12.8
"2023-02-19 05:20:00 +0000 UTC",4.7,78.9,12,117.1,9.7,124.9,12.8
"2023-02-19 05:30:00 +0000 UTC",4.7,78.9,12,,9.7,125.4,12.8
"2023-02-19 05:40:00 +0000 UTC",4.8,79.4,11.95,117.7,9.7,126,12.8
"2023-02-19 05:50:00 +0000 UTC",4.7,78.9,11.9,118.2,9.7,125.5,12.7
"2023-02-19 06:00:00 +0000 UTC",4.8,79.4,11.8,118.2,9.7,125.6,12.7
"2023-02-19 06:10:00 +0000 UTC",4.8,79.4,11.8,118.8,9.7,125.6,12.6
"2023-02-19 06:20:00 +0000 UTC",5,80,11.8,118.3,9.7,126.1,12.6
"2023-02-19 06:30:00 +0000 UTC",5,80,11.8,118.3,9.7,126.1,12.6
"2023-02-19 06:40:00 +0000 UTC",5,80,11.8,118.8,9.7,126.4,12.55
"2023-02-19 06:50:00 +0000 UTC",5,80,11.7,118.9,9.7,126.3,12.5
"2023-02-19 07:00:00 +0000 UTC",5,80,11.7,118.9,9.7,126.1,12.5
"2023-02-19 07:10:00 +0000 UTC",5,80,11.6,118.9,9.7,126.7,12.5
"2023-02-19 07:20:00 +0000 UTC",5,80,11.6,119.4,9.7,126.7,12.5
"2023-02-19 07:30:00 +0000 UTC",5.1,80.5,11.6,119,9.7,126.7,12.4
"2023-02-19 07:40:00 +0000 UTC",5.1,80.5,11.6,,9.7,127.4,12.4
"2023-02-19 07:50:00 +0000 UTC",5.1,80.5,11.5,119,9.7,127.4,12.4
"2023-02-19 08:00:00 +0000 UTC",5.1,80.5,11.5,119,9.7,127.9,12.4
"2023-02-19 08:10:00 +0000 UTC",5.1,80.6,11.5,119.6,9.7,127.9,12.3
"2023-02-19 08:20:00 +0000 UTC",5.1,80.6,11.5,119.6,9.7,127.4,12.3
"2023-02-19 08:30:00 +0000 UTC",5.2,81.1,11.5,119.6,9.7,127.5,12.3
"2023-02-19 08:40:00 +0000 UTC",5.1,80.6,11.5,119.6,9.7,128,12.3
"2023-02-19 08:50:00 +0000 UTC",5.2,81.1,11.5,119.6,9.7,128,12.3
"2023-02-19 09:00:00 +0000 UTC",5.2,81.1,11.5,119.6,9.7,127.5,12.3
"2023-02-19 09:10:00 +0000 UTC",5.2,81,11.5,120.2,9.7,127.5,12.2
"2023-02-19 09:20:00 +0000 UTC",5.2,81.1,11.5,119.6,9.7,128,12.2
"2023-02-19 09:30:00 +0000 UTC",5.2,81.2,11.5,120.2,9.7,128.60001,12.2
"2023-02-19 09:40:00 +0000 UTC",5.2,81.1,11.5,120.7,9.7,128.60001,12.1
"2023-02-19 09:50:00 +0000 UTC",5.2,81.1,11.5,120.2,9.7,128.60001,12.2
"2023-02-19 10:00:00 +0000 UTC",,,,120.2,9.8,129.10001,12.1
"2023-02-19 10:10:00 +0000 UTC",5.2,81.2,11.6,120.2,9.7,128.60001,12.1
"2023-02-19 10:20:00 +0000 UTC",5.2,81.1,11.6,120.1,9.7,128.7,12.1
"2023-02-19 10:30:00 +0000 UTC",5.2,81.2,11.6,120.1,9.8,129.10001,12.1
"2023-02-19 10:40:00 +0000 UTC",5.4,81.7,11.6,120.2,9.8,129.3,12.1
"2023-02-19 10:50:00 +0000 UTC",5.4,81.7,11.7,119.6,9.7,128.7,12.15
"2023-02-19 11:00:00 +0000 UTC",5.4,81.7,11.8,119.6,9.7,128.7,12.2
"2023-02-19 11:10:00 +0000 UTC",5.4,81.7,11.8,119,9.7,128.2,12.2
"2023-02-19 11:20:00 +0000 UTC",5.35,81.7,11.9,119,9.7,128.7,12.2
"2023-02-19 11:30:00 +0000 UTC",5.3,81.7,11.9,119,9.8,129.3,12.2
"2023-02-19 11:40:00 +0000 UTC",5.2,81.15,12.05,119,9.75,128.7,12.3
"2023-02-19 11:50:00 +0000 UTC",5.3,81.7,12.1,117.9,9.7,128.2,12.3
"2023-02-19 12:00:00 +0000 UTC",5.2,81.2,12.3,118.4,9.75,128.2,12.4
"2023-02-19 12:10:00 +0000 UTC",5.3,81.7,12.3,117.9,9.7,127.6,12.4
"2023-02-19 12:20:00 +0000 UTC",5.3,81.7,12.4,117.8,9.7,128,12.4
"2023-02-19 12:30:00 +0000 UTC",5.2,81.2,12.5,117.8,9.75,128,12.5
"2023-02-19 12:40:00 +0000 UTC",5.2,81.2,12.6,116.7,9.7,127.5,12.5
"2023-02-19 12:50:00 +0000 UTC",5.2,81.2,12.6,117.2,9.8,128,12.6
"2023-02-19 13:00:00 +0000 UTC",5.2,81.1,12.7,116.6,9.8,127.5,12.6
"2023-02-19 13:10:00 +0000 UTC",5.2,81.1,12.8,116.6,9.7,126.9,12.6
"2023-02-19 13:20:00 +0000 UTC",5.2,81.1,12.9,116,9.75,126.8,12.8
"2023-02-19 13:30:00 +0000 UTC",5.2,81.2,13,116,9.7,126.3,12.8
"2023-02-19 13:40:00 +0000 UTC",5.2,81.1,13.1,115.4,9.8,126.8,12.8
"2023-02-19 13:50:00 +0000 UTC",5.2,81.15,13.2,115.4,9.7,126.3,12.9
"2023-02-19 14:00:00 +0000 UTC",5.1,80.6,13.3,114.8,9.8,126.8,13
"2023-02-19 14:10:00 +0000 UTC",5.1,80.6,13.4,114.8,9.8,126.3,13
"2023-02-19 14:20:00 +0000 UTC",5.1,80.6,13.5,114.2,9.7,125.6,13.1
"2023-02-19 14:30:00 +0000 UTC",,,,114.1,9.7,125,13.1
"2023-02-19 14:40:00 +0000 UTC",4.9,80.1,13.6,113.6,9.7,125,13.2
"2023-02-19 14:50:00 +0000 UTC",4.9,80,13.7,113.1,9.8,125.6,13.3
"2023-02-19 15:00:00 +0000 UTC",4.9,80,13.8,113,9.8,125,13.3
"2023-02-19 15:10:00 +0000 UTC",4.9,80,13.8,113,9.7,124,13.4
"2023-02-19 15:20:00 +0000 UTC",4.9,80,14,112.9,9.8,124.9,13.5
"2023-02-19 15:30:00 +0000 UTC",4.9,80,14,112.4,9.75,124.3,13.5
"2023-02-19 15:40:00 +0000 UTC",4.9,80,14.1,112.3,9.725,123.8,13.65
"2023-02-19 15:50:00 +0000 UTC",4.9,80,14.1,111.8,9.8,123.8,13.7
"2023-02-19 16:00:00 +0000 UTC",4.8,79.45,14.2,111.8,9.8,123.8,13.8
"2023-02-19 16:10:00 +0000 UTC",4.8,79.4,14.3,111.8,9.75,123.1,13.8
"2023-02-19 16:20:00 +0000 UTC",4.7,78.9,14.4,111.2,9.7,122.6,13.8
"2023-02-19 16:30:00 +0000 UTC",4.7,78.9,14.5,110.6,9.8,123.1,14
"2023-02-19 16:40:00 +0000 UTC",4.7,78.9,14.5,110.6,9.8,122.6,14
"2023-02-19 16:50:00 +0000 UTC",4.7,78.9,14.6,110.6,9.8,122.6,14
"2023-02-19 17:00:00 +0000 UTC",4.7,78.9,14.6,,9.7,121.5,14.1
